sHops,TotPkts,TotBytes,TotAppByte,Dur,sTtl,TcpRtt,SynAck,SrcPkts,DstPkts,TotAppByte_1,Rate,SrcRate,DstRate,Label
2,2,455,371,0.173223,126,0,0,1,1,371,5.772905,0,0,Normal
2,49,3048,990,945.583313,126,0,0,49,0,990,0.050762,0.050762,0,Normal
10,209,55875,42081,942.154236,54,0,0,104,105,42081,0.220771,0.109328,0.110385,Normal
2,2,464,380,0.072016,126,0,0,1,1,380,13.885803,0,0,Normal
13,36,2880,828,935.214233,51,0,0,18,18,828,0.037425,0.018182,0.018182,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,2,474,390,2.603381,126,0,0,1,1,390,0.384116,0,0,Normal
17,1,70,38,0,239,0,0,1,0,38,0,0,0,Normal
2,2,464,380,0.074346,126,0,0,1,1,380,13.450624,0,0,Normal
2,2,597,513,0.064004,126,0,0,1,1,513,15.624024,0,0,Normal
2,2,474,390,0.465092,126,0,0,1,1,390,2.150112,0,0,Normal
2,2,253,169,0.338655,126,0,0,1,1,169,2.952858,0,0,Normal
2,2,464,380,0.062762,126,0,0,1,1,380,15.933208,0,0,Normal
2,1,145,103,0.38899,126,0,0,1,0,103,0,0,0,Normal
2,642,672557,630055,546.232605,62,0.00829,0.00805,504,138,630055,1.173493,0.920866,0.250813,Normal
2,2,474,390,0.025436,126,0,0,1,1,390,39.314358,0,0,Normal
2,2,474,390,0.247747,126,0,0,1,1,390,4.036376,0,0,Normal
2,6,364,3,9.733761,126,0.311845,0.311344,4,2,3,0.513676,0.318391,0.10613,Normal
14,3,211,37,0.000529,50,0,0,2,1,37,3780.718262,4739.336426,0,Normal
14,36,2880,828,935.20459,242,0,0,18,18,828,0.037425,0.018182,0.018182,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
23,1,173,111,0,41,0,0,1,0,111,0,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
1,14,1559,731,0.452863,127,0.00948,0.009186,7,7,731,28.706253,13.512296,13.523352,Normal
2,2,474,390,0.115171,126,0,0,1,1,390,8.682741,0,0,Normal
2,2,474,390,1.106256,126,0,0,1,1,390,0.90395,0,0,Normal
1,9,1198,658,0.014774,127,0.002611,0.002373,5,4,658,541.491821,270.745911,293.226471,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
1,95,60161,53875,66.12664,63,0.014056,0.013679,50,45,53875,1.421515,0.741161,0.665528,Normal
1,25,9794,8354,183.323807,127,0.039798,0.039564,14,11,8354,0.130916,0.070913,0.05456,Normal
2,15,6475,5585,8.29026,126,0.035057,0.034332,7,8,5585,1.688729,0.72673,0.847876,Normal
22,1,310,268,0.000185,106,0,0,1,0,268,0,0,0,Normal
1,1,338,276,0,63,0,0,1,0,276,0,0,0,Normal
1,8,1430,950,0.007385,127,0.001588,0.001202,5,3,950,947.86731,541.638428,715.307556,Normal
18,2,120,0,7.9e-05,46,0,0,1,1,0,12658.228516,0,0,Normal
1,8,1200,720,0.048444,127,0.001396,0.001091,5,3,720,144.496735,82.569565,44.367542,Normal
1,41,36759,34442,0.095036,127,0.001383,0.000954,14,27,34442,420.893127,136.790268,374.661377,Normal
23,114,69017,62597,313.284546,41,0,0,72,42,62597,0.360694,0.226631,0.130952,Normal
1,11,2949,2301,0.020952,127,0.00344,0.001044,6,5,2301,477.281433,238.640717,245.022964,Normal
1,21,14512,13306,0.259388,127,0.003201,0.000971,9,12,13306,77.104568,30.841827,49.827415,Normal
1,33,28394,26498,1.645062,127,0.002987,0.000995,12,21,26498,19.452154,6.686678,12.271626,Normal
1,66,63420,59706,0.469926,127,0.002718,0.00119,22,44,59706,138.319656,44.687885,101.011528,Normal
1,69,64455,60429,0.705656,127,0.002597,0.001078,24,45,60429,96.364235,32.593784,66.507652,Normal
1,10,3309,2721,0.117004,127,0.002413,0.000895,5,5,2721,76.920448,34.186867,224.064514,Normal
23,9,543,21,37.681011,41,0,0,4,5,21,0.212309,0.079617,0.106724,Normal
1,13,6073,5317,0.104488,127,0.002876,0.001706,6,7,5317,114.845726,47.852386,775.594604,Normal
1,43,17737,14871,20.755566,63,0.015875,0.015466,21,22,14871,2.023554,0.964248,1.012531,Normal
1,44,35028,32534,0.231017,127,0.025004,0.024989,17,27,32534,186.133499,69.258972,126.274277,Normal
2,2,135,51,0.35866,126,0,0,1,1,51,2.788156,0,0,Normal
1,25,12077,10411,20.689165,63,0.034009,0.033628,13,12,10411,1.160028,0.58096,0.532545,Normal
1,12,4529,3827,0.009048,127,0.001804,0.000927,6,6,3827,1215.738281,552.608337,1018.952515,Normal
1,8,1562,1082,0.01622,127,0.001518,0.001148,5,3,1082,431.565979,246.609131,571.102234,Normal
1,27,24665,23141,0.02627,127,0.002361,0.001172,8,19,23141,989.722107,266.463654,2165.022705,Normal
1,12,4537,3835,0.018672,127,0.011606,0.001008,6,6,3835,589.117371,267.78064,349.454865,Normal
1,135,157278,149778,8.91091,127,0.000909,0.000755,28,107,149778,15.037746,3.029994,11.962597,Normal
1,8,1288,808,0.005558,127,0.00134,0.00101,5,3,808,1259.445801,719.68335,605.143738,Normal
1,342,284224,264945,311.026093,127,0.009435,0.009268,133,209,264945,1.096371,0.424414,0.668774,Normal
1,8,2345,1865,0.012071,127,0.001674,0.001361,5,3,1865,579.902222,331.372711,250.156342,Normal
1,58,50471,47031,0.46427,127,0.001243,0.001003,22,36,47031,122.773384,45.2323,77.755318,Normal
16,192,16984,6042,905.921753,112,0.031888,0.000154,92,100,6042,0.210835,0.10045,0.109308,Normal
2,20,11182,10006,0.705349,126,0.046577,0.045873,10,10,10006,26.937019,12.759641,13.658652,Normal
1,9,2927,2391,64.461166,63,0.038336,0.037986,5,4,2391,0.124106,50.948277,0.046567,Normal
2,14,5855,5021,0.243802,126,0.04676,0.045802,7,7,5021,53.32196,24.610134,30.389593,Normal
1,27,11912,10114,245.866638,63,0.00815,0.007814,17,10,10114,0.105748,0.065076,0.036606,Normal
2,20,11186,10010,0.567928,126,0.046041,0.045649,10,10,10010,33.454945,15.847078,17.257183,Normal
2,14,5856,5022,0.273223,126,0.046223,0.045596,7,7,5022,47.580181,21.960083,26.42613,Normal
2,8,4801,4273,307.807922,126,0,0,4,4,4273,0.022741,0.009746,0.009747,Normal
2,6,416,0,17.768511,126,0.00772,0.007137,4,2,0,0.281397,0.168838,0.056304,Normal
2,10,1439,827,0.327365,126,0.04599,0.045538,5,5,827,27.492249,14.198948,14.193104,Normal
2,11,1081,447,1.286821,126,0.337698,0.337241,6,5,447,7.771089,5.099106,4.212389,Normal
2,10,1021,447,0.172849,126,0.055504,0.055034,6,4,447,52.068569,28.950766,25.46365,Normal
2,9,1539,999,0.332341,126,0.106268,0.105965,5,4,999,24.071663,17.71291,13.252289,Normal
2,6,416,0,17.747999,126,0.008082,0.007096,4,2,0,0.281722,0.169033,0.056368,Normal
2,7,2111,1649,197.727631,126,0,0,4,3,1649,0.030345,0.015173,0.010115,Normal
2,7,1714,1252,307.741364,126,0,0,4,3,1252,0.019497,0.009748,0.006499,Normal
1,438,414316,384596,37.240406,127,0.030388,0.029719,167,271,384596,11.734566,4.458714,7.25598,Normal
1,514,480385,445865,74.442909,127,0.055693,0.054691,198,316,445865,6.891187,2.646742,4.234541,Normal
16,1,145,103,0.000116,112,0,0,1,0,103,0,0,0,Normal
1,1,173,111,0,63,0,0,1,0,111,0,0,0,Normal
1,9,2464,1850,0.342049,63,0.109335,0.10899,5,4,1850,23.388462,17.176596,12.872276,Normal
18,10,1332,732,0.847545,46,0.173856,0.000341,6,4,732,10.618905,5.899392,4.453279,Normal
14,3,211,37,0.000328,50,0,0,2,1,37,6097.561035,125000,0,Normal
13,114,7101,608,935.269897,51,0,0,73,41,608,0.120821,0.076983,0.042779,Normal
2,2,474,390,0.168136,126,0,0,1,1,390,5.947566,0,0,Normal
2,13,5805,5031,0.208692,126,0.04602,0.045577,6,7,5031,57.501007,30.636879,36.783867,Normal
2,10,1441,829,0.153276,126,0.046181,0.045583,5,5,829,58.717609,37.12986,37.142616,Normal
16,59,4056,162,252.169708,112,0,0,29,30,162,0.230004,0.111036,0.115002,Normal
9,18,1569,381,133.126511,55,0,0,8,10,381,0.127698,0.052582,0.067605,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
1,13,5227,4465,0.020707,127,0.013909,0.001076,7,6,4465,579.51416,289.75708,294.013855,Normal
1,18,12071,11033,0.023087,127,0.011947,0.000891,8,10,11033,736.345093,303.200928,473.086639,Normal
1,13,3430,2656,123.138596,127,0.048745,0.047863,7,6,2656,0.097451,0.048726,0.040621,Normal
1,10,3260,2672,0.011753,127,0.001506,0.000925,5,5,2672,765.761902,340.338623,473.204773,Normal
1,25,20234,18812,0.01472,127,0.001284,0.000979,9,16,18812,1630.434692,543.478271,1226.291748,Normal
1,15,7717,6847,0.013303,127,0.001586,0.001204,7,8,6847,1052.394287,451.026093,654.817566,Normal
2,2,464,380,0.158864,126,0,0,1,1,380,6.294692,0,0,Normal
2,2,474,390,0.350073,126,0,0,1,1,390,2.856547,0,0,Normal
1,10,2135,1535,123.115753,127,0.00928,0.00891,6,4,1535,0.073102,0.040612,0.024369,Normal
2,10,1450,838,0.15055,126,0.045995,0.045563,5,5,838,59.780807,38.228127,38.099953,Normal
1,10,1337,737,65.023987,127,0.002055,0.001739,6,4,737,0.13841,0.076895,0.04615,Normal
1,8,2127,1647,0.012814,127,0.001404,0.000989,5,3,1647,546.277527,312.158569,215.703201,Normal
1,8,1484,1004,0.010818,127,0.001215,0.001029,5,3,1004,647.069702,369.75412,259.30249,Normal
1,9,1574,1034,0.010998,127,0.001467,0.001096,6,3,1034,727.404968,454.628113,258.064514,Normal
1,8,1376,896,0.010844,127,0.001371,0.001118,5,3,896,645.51825,368.867584,280.622986,Normal
1,8,1706,1226,0.011027,127,0.001267,0.000968,5,3,1226,634.805481,362.746002,278.31897,Normal
1,8,1370,890,0.011175,127,0.001522,0.00118,5,3,890,626.398193,357.941833,297.353546,Normal
27,14,1306,516,2.86846,101,0.480033,7.3e-05,7,7,516,4.532049,2.091715,2.510831,Normal
1,11,2914,2252,0.063445,63,0.016707,0.016325,6,5,2252,157.616821,78.808411,84.97982,Normal
1,9,1445,905,0.008572,127,0.00161,0.001237,6,3,905,933.271118,583.294434,396.039612,Normal
1,8,1899,1419,0.007957,127,0.001461,0.001258,5,3,1419,879.728516,502.701996,420.256348,Normal
1,15,7963,7093,0.013415,127,0.001472,0.001226,7,8,7093,1043.60791,447.260529,873.144592,Normal
1,8,1813,1333,0.008561,127,0.001417,0.000989,5,3,1333,817.661438,467.235138,363.901031,Normal
1,18,12975,11943,0.014243,127,0.001457,0.001097,7,11,11943,1193.568726,421.259552,1124.859375,Normal
1,9,2599,2065,0.008888,127,0.001389,0.001024,5,4,2065,900.090027,450.045013,480.384308,Normal
1,8,1452,972,0.008674,127,0.001222,0.000979,5,3,972,807.009399,461.148224,717.360107,Normal
1,19,12340,11242,0.01706,127,0.00229,0.001392,9,10,11242,1055.099609,468.933167,900.720581,Normal
1,55,32187,29067,378.30777,127,0.008861,0.007799,34,21,29067,0.142741,0.087231,0.052868,Normal
1,8,2068,1592,0.004469,127,0.001086,0.000622,5,3,1592,1566.345947,895.054871,930.665405,Normal
2,25,28258,26608,307.25293,126,0,0,6,19,26608,0.078112,0.016273,0.058584,Normal
2,20,12359,11183,0.368021,126,0.047587,0.045545,10,10,11183,51.627487,24.455126,27.954391,Normal
1,20,11295,9959,0.443157,63,0.109498,0.109149,10,10,9959,42.874199,26.967585,26.945461,Normal
2,8,1574,1094,0.215675,126,0.106119,0.105842,5,3,1094,32.456242,18.546425,18.529327,Normal
1,194,46057,33241,954.278259,63,0,0,98,96,33241,0.202247,0.101648,0.099553,Normal
1,40,31659,29393,0.20715,127,0.025078,0.024966,15,25,29393,188.269379,67.583878,131.847855,Normal
2,170,30970,19738,960.210266,62,0,0,106,64,19738,0.176003,0.109351,0.065622,Normal
13,1,145,103,0.000121,115,0,0,1,0,103,0,0,0,Normal
1,1,173,111,0,63,0,0,1,0,111,0,0,0,Normal
1,7,2446,2026,13.5286,127,0.161257,0.160841,4,3,2026,0.443505,5.711011,0.149614,Normal
1,38,30792,28632,122.66053,127,0.007479,0.007092,15,23,28632,0.301646,0.114136,0.179368,Normal
2,82,24125,18713,240.704178,62,0,0,45,37,18713,0.336513,0.182797,0.149566,Normal
1,9,692,98,14.453608,63,0,0,4,5,98,0.553495,0.207686,0.276917,Normal
2,111,18396,12096,960.12207,62,0,0,59,52,12096,0.114569,0.060416,0.053125,Normal
1,13,5009,4239,0.287725,63,0.018016,0.017625,7,6,4239,41.70649,22.107101,18.511663,Normal
10,20,1586,446,154.619629,54,0,0,10,10,446,0.122882,0.058208,0.058283,Normal
1,12,3525,2809,0.064573,63,0.016275,0.015968,6,6,2809,170.349838,102.783379,102.870079,Normal
2,132,17600,10088,931.960327,62,0,0,68,64,10088,0.140564,0.071891,0.067608,Normal
22,10,767,125,5.08528,42,0.630542,8.7e-05,5,5,125,1.769814,0.786597,0.786597,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,2,474,390,0.405025,126,0,0,1,1,390,2.468983,0,0,Normal
2,2,474,390,0.054971,126,0,0,1,1,390,18.19141,0,0,Normal
2,4,948,780,924.139893,126,0,0,2,2,780,0.003246,0.001082,0.001082,Normal
2,4,928,760,924.468689,126,0,0,2,2,760,0.003245,0.001082,0.001083,Normal
14,1,148,106,0.00012,114,0,0,1,0,106,0,0,0,Normal
1,1,176,114,0,63,0,0,1,0,114,0,0,0,Normal
11,2,124,0,524.861084,117,0,0,2,0,0,0.001905,0.001905,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
1,20,10102,8766,19.187355,63,0.023777,0.023455,12,8,8766,0.990236,0.573998,0.36527,Normal
2,2,464,380,0.105304,126,0,0,1,1,380,9.496315,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,2,474,390,1.571919,126,0,0,1,1,390,0.636165,0,0,Normal
1,28,22890,21294,0.046455,127,0.001468,0.00107,11,17,21294,581.207642,215.262085,413.607697,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
1,21,4447,3217,53.261513,127,0.024486,0.024173,10,11,3217,0.375506,0.168978,0.187839,Normal
1,7,1240,816,0.053721,63,0.017731,0.017333,4,3,816,111.688171,82.569565,54.963177,Normal
26,18,1439,389,17.953453,102,0.293747,0.002367,10,8,389,0.946893,0.501296,0.396306,Normal
1,14,924,0,196.5849,63,0,0,7,7,0,0.066129,0.030522,0.030522,Normal
1,27,7187,5637,88.822197,127,0.195156,0.194473,12,15,5637,0.29272,0.123843,0.157965,Normal
1,63,66769,63247,0.242685,127,0.001454,0.001107,17,46,63247,255.475204,65.929085,188.623093,Normal
1,29,24648,23004,0.423043,127,0.001645,0.001153,10,19,23004,66.187126,21.274433,42.927872,Normal
2,46,2973,131,950.313721,126,0,0,23,23,131,0.047353,0.02315,0.02315,Normal
11,68,6742,2858,507.27597,117,0.108327,0.000154,35,33,2858,0.132078,0.093884,0.063082,Normal
1,11,1625,963,0.055017,63,0.016353,0.016018,6,5,963,181.762009,90.881004,102.740601,Normal
14,56,31003,27865,938.148682,242,0,0,37,19,27865,0.058626,0.038373,0.01919,Normal
2,2,464,380,0.463703,126,0,0,1,1,380,2.156553,0,0,Normal
2,376,291106,270118,934.924377,126,0,0,174,202,270118,0.401102,0.185042,0.214992,Normal
1,191,221047,210451,1.573819,127,0.013804,0.001074,43,148,210451,120.725441,26.686676,101.220222,Normal
1,10,2165,1485,124.121391,63,0.170629,0.170208,6,4,1485,0.07251,0.040283,0.024203,Normal
1,12,4725,4023,0.010868,127,0.003866,0.001661,6,6,4023,1012.145752,460.066254,842.460022,Normal
1,21,15954,14754,0.025828,127,0.001553,0.001139,8,13,14754,774.353394,271.023682,579.766174,Normal
1,29,23269,21619,0.029221,127,0.001203,0.000941,11,18,21619,958.214966,342.219635,691.141174,Normal
1,25,19534,18106,0.028899,127,0.001773,0.00117,10,15,18106,830.478577,311.429474,606.74353,Normal
12,1,143,101,0.000115,116,0,0,1,0,101,0,0,0,Normal
1,1,171,109,0,63,0,0,1,0,109,0,0,0,Normal
2,9,1539,999,0.326585,126,0.106661,0.106105,5,4,999,24.49592,18.151867,13.606677,Normal
24,128,14265,5817,940.025452,40,0,0,56,72,5817,0.135103,0.058509,0.07553,Normal
1,11,3173,2525,0.032645,127,0.001489,0.00091,6,5,2525,306.325653,153.162827,146.692093,Normal
2,15,1088,98,152.820435,62,0,0,8,7,98,0.091611,0.045805,0.040063,Normal
9,11,848,110,0.017858,55,0,0,5,6,110,559.973083,223.989243,526.703918,Normal
1,15,4556,3550,83.122437,63,0.000816,0.000422,9,6,3550,0.168426,0.096244,0.060153,Normal
1,37,30248,28156,0.309165,127,0.037967,0.037862,13,24,28156,116.442673,38.814224,84.850494,Normal
1,9,2800,2266,0.008708,127,0.001976,0.001197,5,4,2266,918.695435,459.347717,730.816101,Normal
1,8,2040,1560,0.008583,127,0.001791,0.001142,5,3,1560,815.565674,466.037506,488.28125,Normal
2,263,111697,96847,955.246216,126,0,0,155,108,96847,0.274275,0.161215,0.112049,Normal
1,2,148,0,3.010524,63,0,0,2,0,0,0.332168,0.332168,0,Normal
15,18,1523,505,0.193403,113,0.009569,0.000142,10,8,505,87.899361,46.534954,37.373398,Normal
2,62,5580,2976,958.858704,62,0,0,31,31,2976,0.063617,0.031287,0.031287,Normal
1,59,61026,57720,0.022893,127,0.001519,0.001115,17,42,57720,2533.525391,698.903564,2213.464355,Normal
2,2,474,390,0.021664,126,0,0,1,1,390,46.159531,0,0,Normal
2,2,455,371,0.073871,126,0,0,1,1,371,13.537111,0,0,Normal
2,2,474,390,0.040882,126,0,0,1,1,390,24.460644,0,0,Normal
2,2,464,380,0.052795,126,0,0,1,1,380,18.941187,0,0,Normal
2,2,474,390,0.133628,126,0,0,1,1,390,7.483462,0,0,Normal
1,8,1431,951,0.01097,127,0.004764,0.001227,5,3,951,638.103882,364.630798,237.24791,Normal
1,9,1490,950,0.01056,127,0.004508,0.001075,6,3,950,757.575745,473.484833,240.558075,Normal
2,2,474,390,0.2217,126,0,0,1,1,390,4.5106,0,0,Normal
1,10,2605,1929,0.336649,63,0.109673,0.109272,5,5,1929,26.734076,17.564505,17.591928,Normal
1,10,2605,1929,0.347789,63,0.109891,0.109601,5,5,1929,25.87776,16.773035,16.793457,Normal
2,25,1500,72,338.82782,62,0,0,12,13,72,0.070832,0.033307,0.035428,Normal
2,58,3480,168,930.853638,62,0,0,29,29,168,0.061234,0.030084,0.030084,Normal
2,64,4410,762,930.853088,62,0,0,32,32,762,0.06768,0.033307,0.033307,Normal
2,2,474,390,0.058301,126,0,0,1,1,390,17.152365,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,3,194,0,8.997301,126,0,0,3,0,0,0.222289,0.222289,0,Normal
1,57,52557,49341,0.018619,127,0.001383,0.000957,20,37,49341,3007.680176,1020.462891,2435.064941,Normal
2,2,474,390,0.299468,126,0,0,1,1,390,3.339255,0,0,Normal
2,2,474,390,0.415236,126,0,0,1,1,390,2.408269,0,0,Normal
2,13,884,101,104.976982,126,0,0,6,7,101,0.114311,0.047641,0.057169,Normal
2,2,464,380,0.156649,126,0,0,1,1,380,6.383699,0,0,Normal
1,14,4471,3531,0.04351,63,0.014078,0.013682,7,7,3531,298.781891,203.672897,201.153275,Normal
1,66,31712,27324,31.623655,63,0.03087,0.030546,31,35,27324,2.055423,0.948657,1.076199,Normal
2,1,145,103,0.09015,126,0,0,1,0,103,0,0,0,Normal
1,10,1551,951,0.092617,127,0.001576,0.001127,6,4,951,97.174385,54.460297,32.79047,Normal
1,8,1430,950,0.092861,127,0.001485,0.001129,5,3,950,75.381485,43.075134,22.104576,Normal
13,36,2880,828,936.104492,51,0,0,18,18,828,0.037389,0.018165,0.018164,Normal
2,2,464,380,0.14877,126,0,0,1,1,380,6.721785,0,0,Normal
1,10,2180,1504,0.05303,63,0.016747,0.016339,5,5,1504,169.715256,109.448105,109.018562,Normal
1,78,48374,43210,168.110504,63,0.014241,0.013812,43,35,43210,0.458032,0.249857,0.202265,Normal
1,72,49315,44547,168.109665,63,0.014162,0.013765,37,35,44547,0.422343,0.214164,0.202265,Normal
1,44,25513,22593,153.107819,63,0.013919,0.013633,26,18,22593,0.280848,0.163299,0.111043,Normal
1,20,10406,9070,0.047374,63,0.014317,0.013924,10,10,9070,401.063873,288.119843,269.058289,Normal
1,19,7213,5943,62.952339,63,0.01424,0.014021,11,8,5943,0.285931,0.158887,0.11122,Normal
15,1,70,111,0,241,0,0,1,0,111,0,0,0,Normal
1,42,24536,21748,153.076187,63,0.014291,0.013861,25,17,21748,0.26784,0.156799,0.104533,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,227,116368,101386,930.194885,62,0,0,126,101,101386,0.24296,0.13438,0.107518,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,66,4642,286,958.13678,62,0,0,44,22,286,0.06784,0.044879,0.021921,Normal
9,1,145,103,0.000132,119,0,0,1,0,103,0,0,0,Normal
1,1,173,111,0,63,0,0,1,0,111,0,0,0,Normal
1,47,42831,40173,0.103707,127,0.001325,0.001014,17,30,40173,443.557312,154.280807,2312.415283,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
14,233,20753,5359,595.715759,114,0.369314,0.000387,105,128,5359,0.389447,0.220617,0.213189,Normal
8,193,13099,2019,930.203369,56,0,0,113,80,2019,0.206406,0.120404,0.084948,Normal
16,111,7393,1050,544.866699,48,0.466923,0.000282,43,68,1050,0.201884,0.08855,0.122966,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
10,7,952,490,0.047786,54,0,0,3,4,490,125.559784,12345.679688,63.288471,Normal
9,7,952,490,0.046781,55,0,0,3,4,490,128.257202,8658.008789,64.66214,Normal
9,7,952,490,0.041061,55,0,0,3,4,490,146.124069,166666.65625,73.864334,Normal
14,31,18176,16114,4.883963,50,0.111045,0.00028,17,14,16114,6.142552,3.276028,2.723968,Normal
2,25,21767,20097,14.771463,126,0.034962,0.03443,7,18,20097,1.624754,0.40714,1.153556,Normal
8,6,886,490,0.019692,56,0,0,3,3,490,253.910217,32786.886719,104.384132,Normal
2,690,173377,134491,954.918091,126,0,0,275,415,134491,0.721528,0.286936,0.433552,Normal
18,1,340,298,9.6e-05,110,0,0,1,0,298,0,0,0,Normal
1,1,368,306,0,63,0,0,1,0,306,0,0,0,Normal
2,34,3166,1738,948.962158,62,0,0,17,17,1738,0.034775,0.016862,0.016862,Normal
2,30,1890,630,948.90094,62,0,0,15,15,630,0.030562,0.014754,0.014754,Normal
21,25,1784,317,3.221326,43,0.339224,0.000208,13,12,317,7.450348,3.725174,3.583642,Normal
2,2,464,380,0.674622,126,0,0,1,1,380,1.482312,0,0,Normal
2,2,474,390,0.423238,126,0,0,1,1,390,2.362737,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,11,1793,1141,5.317233,126,0.077962,0.077558,6,5,1141,1.880677,0.954265,0.763406,Normal
2,2,474,390,0.048925,126,0,0,1,1,390,20.439447,0,0,Normal
2,1,145,103,0.994526,126,0,0,1,0,103,0,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
10,79,16833,12351,534.911438,54,0,0,42,37,12351,0.145819,0.076648,0.067326,Normal
2,21,16057,14859,0.021875,126,0.003281,0.00285,9,12,14859,914.285706,417.929169,578.186584,Normal
2,9,1880,1348,0.010517,126,0.001261,0.00086,5,4,1348,760.673157,421.451874,310.655487,Normal
9,385,134872,109342,939.865906,55,0,0,187,198,109342,0.408569,0.197909,0.209612,Normal
2,25,19537,18117,0.025296,126,0.006369,0.002613,10,15,18117,948.766602,397.667023,617.202332,Normal
1,8,1431,951,0.006567,127,0.001311,0.001038,5,3,951,1065.935791,609.10614,429.830231,Normal
1,8,1430,950,0.005661,127,0.001292,0.000968,5,3,950,1236.53064,706.588928,480.422791,Normal
21,16,1384,316,1.035793,107,0.026916,0.000432,9,7,316,14.481659,7.723551,5.941023,Normal
22,1,145,103,0.000127,106,0,0,1,0,103,0,0,0,Normal
1,1,173,111,0,63,0,0,1,0,111,0,0,0,Normal
1,18,11914,10882,115.87606,127,0.024032,0.023904,10,8,10882,0.146708,0.077669,0.060422,Normal
13,192,11739,363,946.170898,51,0,0,96,96,363,0.201866,0.100405,0.100405,Normal
2,10,3992,3416,73.510338,126,0,0,6,4,3416,0.122432,0.068018,0.040815,Normal
1,38,30644,28492,0.231381,127,0.024855,0.024841,14,24,28492,159.909409,56.184387,111.413597,Normal
2,365,313447,293125,935.702271,126,0,0,118,247,293125,0.389013,0.12504,0.262916,Normal
2,2,135,51,0.150306,126,0,0,1,1,51,6.653094,0,0,Normal
1,61,61679,58259,0.014849,127,0.001546,0.00115,18,43,58259,4040.67627,1144.858276,3719.118164,Normal
2,9,1539,999,0.327636,126,0.107026,0.106621,5,4,999,24.417341,18.201012,13.573739,Normal
2,7,501,27,0.048966,62,0,0,4,3,27,122.533997,119.880119,81.323959,Normal
2,299,262534,245920,652.366577,126,0,0,96,203,245920,0.456798,0.145624,0.309645,Normal
2,2,266,182,0.33281,62,0,0,1,1,182,3.004717,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
17,4,592,424,180.011078,111,0,0,4,0,424,0.016666,0.016666,0,Normal
1,4,704,456,180.010941,63,0,0,4,0,456,0.016666,0.016666,0,Normal
2,96,6048,2016,940.043457,126,0,0,48,48,2016,0.101059,0.049999,0.049999,Normal
2,192,12096,4032,940.065308,126,0,0,96,96,4032,0.203177,0.101061,0.101061,Normal
2,201,16169,7727,940.045654,126,0,0,98,103,7727,0.212756,0.103189,0.108508,Normal
2,96,6144,2112,940.036438,126,0,0,48,48,2112,0.10106,0.049999,0.049999,Normal
13,1,173,111,0,51,0,0,1,0,111,0,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,2,474,390,0.155197,126,0,0,1,1,390,6.443424,0,0,Normal
1,20,4689,3353,43.771324,63,0.023933,0.023812,12,8,3353,0.434074,0.251306,0.16001,Normal
1,8,1431,951,0.008049,127,0.001819,0.00138,5,3,951,869.673218,496.956146,327.815094,Normal
1,8,1430,950,0.008173,127,0.001472,0.001034,5,3,950,856.478638,489.416382,307.031006,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,171,80313,70414,924.679932,126,0,0,76,95,70414,0.183847,0.081109,0.101679,Normal
12,10,852,168,0.018189,52,0.009883,0.000185,6,4,168,494.804565,276.518066,166.629639,Normal
